code,vowel,prec_sound,foll_sound,prec_boundary,post_boundary,lexical_category,voice,stressed_syllable,word,prec_word,foll_word
304,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
305,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
306,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
307,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
308,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
309,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
310,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
311,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
312,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
313,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
314,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
315,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
316,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
317,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
318,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
319,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
320,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
321,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
322,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
323,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
324,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
325,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
326,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
327,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
328,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
329,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
330,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
331,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
332,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
333,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
334,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
335,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
336,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
337,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
338,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
339,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
340,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
341,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
342,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
343,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
344,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
345,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
346,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
347,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
348,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
349,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
350,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
351,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
352,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
353,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
354,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
355,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
356,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
357,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
358,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
359,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
360,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
361,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
362,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
363,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
364,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
365,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
366,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
367,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
368,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
369,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
370,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
371,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
372,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
373,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
374,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
375,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
376,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
377,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
378,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
379,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
380,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
381,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
382,e,r,ʃ,x,x,adjective,modal,y,fresh,big,bag
383,e,l,ɾ,x,x,noun,modal,y,lettuce,of,sat
384,e,k,tʃ,x,x,noun,modal,y,ketchup,the,na
385,ei,b,k,x,x,verb,modal,y,bake,to,cakes
386,ei,c,s,x,x,noun,modal,y,cakes,bake,for
387,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
388,ei,b,k,x,x,verb,modal,y,bake,to,cakes
389,ei,c,s,x,x,noun,modal,y,cakes,bake,for
390,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
391,ei,b,k,x,x,verb,modal,y,bake,to,cakes
392,ei,c,s,x,x,noun,modal,y,cakes,bake,for
393,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
394,ei,b,k,x,x,verb,modal,y,bake,to,cakes
395,ei,c,s,x,x,noun,modal,y,cakes,bake,for
396,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
397,ei,b,k,x,x,verb,modal,y,bake,to,cakes
398,ei,c,s,x,x,noun,modal,y,cakes,bake,for
399,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
400,ei,b,k,x,x,verb,modal,y,bake,to,cakes
401,ei,c,s,x,x,noun,modal,y,cakes,bake,for
402,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
403,ei,b,k,x,x,verb,modal,y,bake,to,cakes
404,ei,c,s,x,x,noun,modal,y,cakes,bake,for
405,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
406,ei,b,k,x,x,verb,modal,y,bake,to,cakes
407,ei,c,s,x,x,noun,modal,y,cakes,bake,for
408,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
409,ei,b,k,x,x,verb,modal,y,bake,to,cakes
410,ei,c,s,x,x,noun,modal,y,cakes,bake,for
411,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
412,ei,b,k,x,x,verb,modal,y,bake,to,cakes
413,ei,c,s,x,x,noun,modal,y,cakes,bake,for
414,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
415,ei,b,k,x,x,verb,modal,y,bake,to,cakes
416,ei,c,s,x,x,noun,modal,y,cakes,bake,for
417,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
418,ei,b,k,x,x,verb,modal,y,bake,to,cakes
419,ei,c,s,x,x,noun,modal,y,cakes,bake,for
420,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
421,ei,b,k,x,x,verb,modal,y,bake,to,cakes
422,ei,c,s,x,x,noun,modal,y,cakes,bake,for
423,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
424,ei,b,k,x,x,verb,modal,y,bake,to,cakes
425,ei,c,s,x,x,noun,modal,y,cakes,bake,for
426,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
427,ei,b,k,x,x,verb,modal,y,bake,to,cakes
428,ei,c,s,x,x,noun,modal,y,cakes,bake,for
429,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
430,ei,b,k,x,x,verb,modal,y,bake,to,cakes
431,ei,c,s,x,x,noun,modal,y,cakes,bake,for
432,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
433,ei,b,k,x,x,verb,modal,y,bake,to,cakes
434,ei,c,s,x,x,noun,modal,y,cakes,bake,for
435,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
436,ei,b,k,x,x,verb,modal,y,bake,to,cakes
437,ei,c,s,x,x,noun,modal,y,cakes,bake,for
438,ei,d,na,x,sentence,noun,creaky,n,birthday,for,na
439,ei,b,k,x,x,verb,modal,y,bake,to,cakes
