timestamp,prolific_id,participant_id,block,trial_index,speaker,stimulus,audio_file,friendly,professional,funny,competent,trustworthy,pleasant,human_like,dialect_region,perceived_race,perceived_age,gender_scale,age,ethnicity,dialect,first_language,other_languages,gender,speech_disorder,speech_disorder_desc,neurodivergent,neurodivergent_desc,technologies_used,ai_use_frequency,ai_attitude,attention_check_1,attention_check_2,attention_check_3,attention_check_4,attention_check_5,attention_check_6,attention_check_7,attention_check_8,attention_check_9,attention_check_10,attention_check_11,attention_check_12,attention_check_13,attention_check_14,attention_check_15,attention_check_16,attention_check_17,attention_check_18,attention_check_19,attention_check_20,attention_check_21,final_feedback,headphone_type
10/31/2025,67d9625169884c7fdecaf0a6,67d9625169884c7fdecaf0a6,Personality,16,BF4,passage,BF4_passage.mp3,4.669392523,3.849299065,4.690420561,3.554906542,4.375,5.012850467,5.265186916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,660cda55786e37b1cbb49717,660cda55786e37b1cbb49717,Race,45,WF2,central,WF2_central.mp3,,,,,,,,Northeastern U.S.,White,45–54,2.244706484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67178054a368314e6afa5ed4,67178054a368314e6afa5ed4,Race,30,BM7,mono,BM7_mono.mp3,,,,,,,,Southeastern U.S.,Black,35–44,6.853357866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,672451c5f4e558e08242d746,672451c5f4e558e08242d746,Race,60,WF7,raising,WF7_raising.mp3,,,,,,,,Southeastern U.S.,White,35–44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,5d453e8723a5bb0001492546,5d453e8723a5bb0001492546,Personality,16,BM3,passage,BM3_passage.mp3,4.832552693,5.710772834,1,5.7529274,3.118266979,5.738875878,4.853629977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,6838df8389ee2a2823f6964a,6838df8389ee2a2823f6964a,Race,26,BM2,mono,BM2_mono.mp3,,,,,,,,Northwestern U.S.,White,35–44,6.716121495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67178054a368314e6afa5ed4,67178054a368314e6afa5ed4,Race,31,WM3,central,WM3_central.mp3,,,,,,,,Northwestern U.S.,White,35–44,5.7700092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,67574d2fa6c77a56709e95a8,67574d2fa6c77a56709e95a8,Race,44,BM1,fronting,BM1_fronting.mp3,,,,,,,,Northeastern U.S.,White,35–44,6.099299065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,660cda55786e37b1cbb49717,660cda55786e37b1cbb49717,Race,46,BF8,central,BF8_central.mp3,,,,,,,,Northeastern U.S.,White,35–44,2.963602512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2025,665e2d0a6eba582f0b13ce9b,665e2d0a6eba582f0b13ce9b,Personality,15,WF2,passage,WF2_passage.mp3,4.833463035,4.903501946,2.298054475,4.852140078,4.329182879,4.193774319,3.894941634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
